meter id,ResStock_ids,cvrmses,cvrmses_month,percent_errs_cooling,percent_errs_heating,peak_htg_hr_diffs,peak_clg_hr_diffs,costs
6000979603,[],[],[],[],[],[],[],[]
6000980885,[479755],[0.6650563231796317],[0.21263324861400176],[0.08131943156219576],[0.08487398936239951],[0.0],[1.0],[0.0172077899850425]
6000980898,[],[],[],[],[],[],[],[]
6000980914,[],[],[],[],[],[],[],[]
6000980928,[207249],[0.9327830854611905],[0.23610546789436693],[0.0034685510287240117],[0.0723474554330126],[8.0],[6.0],[0.003972591934323629]
6000980935,[105312],[0.7482731179979185],[0.2878508219811439],[0.4155036699387038],[0.14317483279883356],[11.0],[2.0],[0.004059116639104557]
6000980942,[326184],[1.110061649447452],[0.16842519755135701],[0.05665650433545298],[0.356254147772069],[2.0],[3.0],[0.0032792259258528885]
6000980971,[211085],[1.1780644454808562],[0.1790957559688837],[0.01401643826399682],[0.10396541516121834],[1.0],[6.0],[0.0034550577908217714]
6000981005,[255498],[0.8563523263860191],[0.3084223805075597],[0.008075223952547866],[0.15576070026198593],[1.0],[2.0],[0.003205863448478164]
6000981068,[57119],[1.0155980337201356],[0.31065402362669303],[0.09143731489075635],[0.021725694357346396],[2.0],[12.0],[0.001563955395432786]
6000981074,[433185],[1.0328003346224033],[0.538254686203834],[0.01697352635922771],[0.036211943556528084],[8.0],[1.0],[0.0072514506801776395]
6000981083,[207291],[1.180212511843315],[0.6869754390281042],[0.01235788060083535],[0.05151618384468375],[3.0],[4.0],[0.00572234303819826]
6000981095,[110442],[1.023085850671893],[0.2894037647227928],[0.24225174966491303],[0.3065998988936399],[0.0],[1.0],[0.009108174119143372]
6000981104,[130689],[1.1488127025813286],[0.2568773799148443],[0.0004991983600701558],[0.0939114630811775],[1.0],[3.0],[0.0019598820992708767]
6000981128,[],[],[],[],[],[],[],[]
6000981167,[7612],[0.8613587114143015],[0.4437361289717518],[0.09140804966916756],[0.018570680347686608],[2.0],[2.0],[0.0028298928001423366]
6000981189,[92025],[0.824913042164547],[0.22800277294933002],[0.023956324729878638],[0.45149646517205605],[2.0],[8.0],[0.005623508424618004]
6000981223,[222369],[0.7943772677794224],[0.2984141950664575],[0.003626874047749573],[0.1128739706628046],[8.0],[8.0],[0.0013650108537882678]
6000981239,[],[],[],[],[],[],[],[]
6000981252,[21336],[0.5982570731868417],[0.16783668751964087],[0.03728908395417024],[0.00843400100168129],[2.0],[2.0],[0.0008477483981812298]
6000981264,[151069],[0.7891892121323455],[0.17438263669535126],[0.005661386434412659],[0.16810369893244612],[1.0],[1.0],[0.005768802509227643]
6000981276,[13761],[0.7279877951689876],[0.21546326607248428],[0.03791453003826531],[0.03669238069015653],[2.0],[0.0],[0.003946000019889706]
6000981294,[125602],[0.9426469032847381],[0.1509829052796654],[0.006280847419532183],[0.2608952107496666],[2.0],[1.0],[0.00329191313042928]
6000981310,[71681],[1.0710083693748418],[0.24608889212003626],[0.02702550343671774],[0.08324793306272152],[1.0],[2.0],[0.0024320320351410643]
6000981324,[43442],[1.0246207277136339],[0.17694925046915105],[0.15156002878494748],[0.05387915414001546],[1.0],[0.0],[0.0040454907663441675]
6000981353,[66159],[1.1264979060947027],[0.380478208927541],[0.10949356107889183],[0.46740430209243194],[1.0],[1.0],[0.007039133281110723]
6000981383,[80184],[0.6679918593889963],[0.1283870331979746],[0.1168994189474284],[0.7723456169430365],[3.0],[2.0],[0.007255431352055705]
6000981402,[438421],[0.9610461538731537],[0.2147710173066901],[0.014239476229881549],[0.15610019162850003],[1.0],[1.0],[0.006365972680215033]
6000981427,[80184],[0.8438887167289216],[0.4319406385937458],[0.03213304624793652],[0.13353476541504536],[8.0],[2.0],[0.0020935863232857893]
6000981444,[130689],[1.0725308080381122],[0.19921004801827294],[0.08626216064860377],[0.14191712600607298],[5.0],[0.0],[0.0029798213430260517]
6000981462,[397621],[0.7673918714972195],[0.21560159511895427],[0.13304125861177735],[0.059700533693393225],[10.0],[3.0],[0.007473306731472846]
6000981490,[183068],[1.0233423690352597],[0.3864725186406951],[0.04231393985526012],[0.042075007500379444],[1.0],[1.0],[0.002841350805540564]
6000981504,[],[],[],[],[],[],[],[]
6000981530,[421272],[0.7339227486999784],[0.1653249935693853],[0.17906716212816248],[0.0017645730518801787],[1.0],[2.0],[0.0026195587314802506]
6000981551,[101822],[0.66730054453303],[0.24803150354514603],[0.23225999925443175],[0.024299778943944042],[0.0],[4.0],[0.0058876332167687555]
6000981586,[263908],[1.168827214943347],[0.33267275448760036],[0.13316566940515723],[0.06492827328682287],[2.0],[0.0],[0.00752961508296528]
6000981600,[],[],[],[],[],[],[],[]
6000981615,[285282],[0.6866118926229746],[0.21685561889970315],[0.2341613146573102],[0.15103613624635553],[0.0],[4.0],[0.002517836848766141]
6000981626,[509639],[0.7905674302844115],[0.28137650664387603],[0.1995894760231369],[0.13948772942437318],[3.0],[3.0],[0.0013669905085559706]
6000981644,[],[],[],[],[],[],[],[]
6000981661,[437117],[0.511222819189674],[0.15119936874163456],[0.2606368512568045],[0.0656366687160586],[1.0],[5.0],[0.0038600144177691506]
6000981713,[206697],[0.6030914965475248],[0.23816227744528048],[0.1831306783288997],[0.11158253046830215],[0.0],[11.0],[0.004699297855901088]
6000981730,[419466],[0.6897688053174668],[0.3710826224048857],[0.2057122441557334],[0.025983979097743668],[0.0],[2.0],[0.0032637997865909993]
6000981744,[],[],[],[],[],[],[],[]
6000981752,[57119],[0.9963077393018439],[0.17515771199777083],[0.05685416545134714],[0.06092082003988717],[11.0],[2.0],[0.0015683184332129095]
6000981768,[375330],[0.6878658904080688],[0.1982652437786134],[0.035549750443658205],[0.10096032673561113],[3.0],[4.0],[0.0036851081443209774]
6000981794,[],[],[],[],[],[],[],[]
6000981805,[205267],[0.8503882554851028],[0.25472867955119016],[0.02279308873903399],[0.4257667432137454],[0.0],[0.0],[0.019592396178429367]
6000981812,[467301],[0.49170997749542084],[0.11068547892017133],[0.14088907829737873],[0.018762419146246854],[2.0],[3.0],[0.0032774288325636593]
6000981826,[211085],[1.2448871081007116],[0.13449718801395164],[0.0514189567523989],[0.03958568929961553],[2.0],[5.0],[0.0026727955347238368]
6000981847,[59156],[0.9405235889436298],[0.1900612653349212],[0.13129565474926297],[0.24778532100012993],[1.0],[2.0],[0.009744804910692611]
6000981857,[],[],[],[],[],[],[],[]
6000981895,[281716],[0.7069085749920901],[0.11648785844267785],[0.2625294997444576],[0.08668631386409067],[2.0],[2.0],[0.0033413883077498506]
6000981909,[182528],[1.0050578969647734],[0.28257090690981934],[0.021828688931611346],[0.03194439734028949],[11.0],[10.0],[0.0073521928394692185]
6000981923,[381285],[0.926057342540487],[0.32159394115587053],[0.08904185658202744],[0.0099791320323847],[1.0],[10.0],[0.0044395482150174845]
6000981937,[381285],[0.8803939955425594],[0.13931407091548226],[0.12474304039215771],[0.05349851185669727],[0.0],[11.0],[0.004692851600792244]
6000981956,[98895],[0.994344699700842],[0.16548840439228926],[0.008196141992525585],[0.044167820211422536],[3.0],[0.0],[0.001513013979080133]
6000981969,[475067],[0.7653518964243863],[0.15367828224663374],[0.16820938019884613],[0.022680568960502696],[2.0],[3.0],[0.0064756368709639155]
6000981983,[],[],[],[],[],[],[],[]
6000981995,[397621],[0.6971500847109802],[0.26123709522583316],[0.09554451383226709],[0.14746365079371623],[0.0],[5.0],[0.011962123790868374]
6000982002,[205267],[0.9844094327111768],[0.24658771019720377],[0.08995625160559399],[0.2701035201932598],[8.0],[0.0],[0.01846143066015964]
6000982032,[381285],[0.8982754872478588],[0.3188118659424458],[0.0562997081261366],[0.01767411249533139],[6.0],[7.0],[0.012005168477900712]
6000982045,[461496],[0.967833371150086],[0.2021298413763979],[0.08283128881492945],[0.05713647409701095],[1.0],[2.0],[0.0044468185398815925]
6000982075,[285282],[0.6811900393194978],[0.13541318894990076],[0.20391871789839341],[0.08533565711151946],[2.0],[5.0],[0.0019917548003447264]
6000982093,[171668],[0.9811766859447706],[0.24703926049611347],[0.013290350188292478],[0.03088209378513329],[1.0],[1.0],[0.015268076473542695]
6000982108,[453251],[0.9140604901621574],[0.1608422168913757],[0.08364482359963486],[0.14998147469979195],[2.0],[2.0],[0.00409552043434323]
6000982117,[125602],[1.2010566171949253],[0.24706308599710555],[0.02143208116950457],[0.07553509030142831],[0.0],[6.0],[0.006128594076123046]
6000982132,[465328],[0.7955319875460527],[0.295998833702259],[0.016455032844425555],[0.09388440579203444],[1.0],[4.0],[0.003162495891123371]
6000982173,[56805],[0.6475700246352749],[0.22964810179716771],[0.06287072435894782],[0.21402713107881738],[0.0],[1.0],[0.01022994534164874]
6000983166,[409356],[0.8477775258136896],[0.11841626514964394],[0.08435631925043054],[0.11094513225774756],[0.0],[1.0],[0.002590604026881536]
6000983181,[],[],[],[],[],[],[],[]
6000983187,[63725],[1.032929637512537],[0.21994172429743844],[0.12671041268575073],[0.0014757246041903118],[1.0],[1.0],[0.006718452480831143]
6000983198,[488479],[0.6967321536353658],[0.22569963394936324],[0.04555503017753115],[0.019024622264311387],[0.0],[3.0],[0.008111674387255846]
6000983237,[],[],[],[],[],[],[],[]
6000983264,[71681],[0.9114823014947941],[0.14280597444147797],[0.08257722255843336],[0.06816594902043124],[3.0],[2.0],[0.0025097274387517114]
6000983288,[],[],[],[],[],[],[],[]
6000983303,[],[],[],[],[],[],[],[]
6000983360,[437744],[0.9223269865100012],[0.34162565346044055],[0.023598234255102348],[0.02170157159875353],[2.0],[1.0],[0.0009518064907457958]
6000983392,[212637],[1.1818060803865977],[0.2039583801860223],[0.08259459490077002],[0.03105395413993747],[11.0],[2.0],[0.00600740130917848]
6000983409,[222369],[0.8422338166195867],[0.18404408687795426],[0.1251625725160624],[0.19464951401298955],[4.0],[4.0],[0.003641083933995204]
6000983455,[277866],[0.5694598561494438],[0.21044993667768075],[0.1409212399380968],[0.26998904816461006],[3.0],[6.0],[0.0010395055577776245]
6000983464,[71681],[1.1458442720238609],[0.22710340177108995],[0.021084258601696496],[0.017269654378199044],[1.0],[1.0],[0.0024290313151993227]
6000983482,[],[],[],[],[],[],[],[]
6000983533,[303288],[0.7036039402055704],[0.1504984868023599],[0.02409128114663454],[0.671894662321743],[1.0],[0.0],[0.006746903993491009]
6000983546,[267357],[1.197543294369315],[0.15248612158782593],[0.03389009604217531],[0.06381200582737113],[12.0],[12.0],[0.0023304492839660413]
6000983559,[133111],[0.973933468455307],[0.15888463922234336],[0.002957523223375486],[0.08768558990836305],[10.0],[5.0],[0.003306101163298304]
